user_id,item_id,rating,timestamp
6,436,4.6,54000
8,422,4.5,75000
6,292,4.5,7900
5,28,4.6,380000
4,376,4.6,120000
7,881,4.8,13000
7,14,4.8,470000
7,501,4.8,89000
5,205,4.8,54000
7,591,4.7,39000
5,707,4.7,16000
7,509,4.8,18000
7,11,4.9,240000
5,487,4.7,17000
17,335,4.8,4800
11,224,4.8,22000
14,45,4.6,380000
15,769,4.7,14000
12,780,4.3,20000
12,511,4.8,34000
12,193,4.9,35000
12,608,4.7,16000
12,713,4.7,14000
14,741,4.9,4500
13,774,4.5,54000
14,194,4.8,110000
14,656,4.8,16000
14,750,4.6,6300
14,586,4.5,22000
14,270,4.7,270000
13,766,4.7,12000
12,594,4.6,2600
11,128,4.5,150000
13,533,4.5,87000
12,649,4.5,41000
15,541,4.7,10000
13,136,4.8,220000
13,473,4.7,160000
12,421,4.9,150000
16,796,4.6,47000
11,451,4.5,22000
14,659,4.0,13000
16,73,4.7,120000
15,90,4.7,68000
10,177,4.6,28000
17,55,4.6,150000
10,476,4.8,62000
11,701,4.4,25000
15,321,4.7,120000
15,352,3.7,29000
14,80,4.7,99000
15,172,4.7,120000
12,879,4.8,46000
15,181,4.6,290000
12,850,4.8,79000
13,339,4.2,76000
12,1,4.6,310000
10,609,4.1,34000
15,178,3.9,15000
12,412,4.8,53000
9,596,4.6,5500
16,669,4.8,58000
11,120,4.8,8700
12,593,4.6,11000
15,843,4.6,29000
14,654,4.7,17000
9,373,4.7,1700
11,673,4.8,25000
13,308,4.8,270000
12,628,4.7,150000
17,223,4.7,140000
12,204,4.7,200000
11,537,4.6,10000
13,293,4.7,49000
10,640,4.6,2200
16,558,4.5,27000
16,325,4.7,39000
10,562,4.7,23000
10,856,4.9,1700
10,748,4.4,18000
13,235,4.6,370000
12,253,4.8,25000
10,123,4.9,270000
15,264,4.6,58000
14,557,4.8,72000
17,873,4.0,33000
16,380,4.5,22000
10,12,4.6,220000
13,250,4.8,67000
10,318,4.9,79000
11,280,4.8,19000
10,554,4.8,170000
14,433,4.8,16000
14,518,4.6,160000
12,878,4.6,42000
12,495,4.7,140000
12,183,4.7,32000
10,34,4.6,140000
12,447,4.5,2200
15,360,4.8,39000
11,579,4.8,36000
11,219,4.5,72000
10,0,4.6,480000
13,417,4.8,82000
12,336,4.6,130000
16,367,4.4,60000
14,744,4.8,16000
9,423,4.4,36000
12,187,4.5,390000
14,147,4.6,14000
16,435,4.7,43000
14,516,4.7,8000
12,664,4.8,84000
12,582,4.6,66000
13,542,4.4,140000
14,625,4.7,76000
16,449,4.7,49000
9,244,4.5,8100
14,230,4.7,150000
15,74,4.6,160000
11,837,4.6,9700
17,528,4.7,51000
11,228,4.8,41000
14,639,4.6,4400
14,394,4.5,78000
13,312,4.8,69000
12,844,4.8,46000
10,98,4.5,35000
10,36,4.7,610000
16,241,4.8,81000
12,834,4.8,38000
16,140,4.6,93000
15,6,4.9,3200000
11,110,4.8,51000
14,428,4.5,87000
11,747,4.8,10000
17,563,4.3,52000
14,546,4.7,37000
16,125,4.5,72000
11,443,4.8,85000
10,767,3.3,140000
13,758,4.7,33000
9,803,4.2,7400
11,485,4.7,16000
11,345,4.2,12000
11,549,4.6,32000
12,548,4.7,99000
13,340,4.8,270000
13,190,4.7,82000
16,791,4.6,78000
9,845,4.8,46000
12,862,4.6,160000
10,52,4.7,98000
14,735,4.8,4100
16,211,4.4,57000
15,831,4.6,240000
14,155,4.8,43000
10,571,4.4,3500
11,171,4.8,14000
14,61,4.7,220000
12,499,4.8,74000
16,409,4.7,55000
13,29,4.9,270000
11,404,4.8,22000
17,840,4.7,48000
9,429,4.6,39000
11,169,4.7,180000
14,271,4.8,52000
12,327,4.4,100000
12,254,4.3,32000
12,377,4.9,47000
13,689,4.8,6000
12,615,4.6,26000
12,196,4.4,75000
9,231,4.7,43000
15,839,4.5,7200
14,195,4.5,49000
10,408,4.8,3300
14,755,4.7,5900
12,667,4.7,36000
11,762,4.6,6500
15,311,4.9,120000
12,745,4.7,110000
12,469,4.5,30000
9,785,4.8,62000
12,620,4.9,27000
13,617,4.8,11000
14,786,4.3,22000
12,723,4.7,27000
12,830,4.8,60000
17,575,4.6,8400
16,91,4.7,23000
17,480,4.5,12000
13,729,4.8,39000
16,556,4.7,71000
15,260,4.8,180000
11,572,4.5,34000
14,866,4.9,120000
16,467,4.9,11000
11,805,4.4,12000
15,585,4.6,19000
15,699,4.8,23000
12,307,4.7,220000
16,310,4.7,310000
11,365,4.6,40000
12,346,4.8,20000
15,112,4.6,80000
10,700,4.7,5500
12,427,4.7,44000
11,184,4.7,97000
9,739,4.5,5400
14,577,4.7,34000
11,401,5.0,1600
16,550,4.2,280000
22,186,4.6,60000
22,83,4.7,220000
20,299,4.6,47000
21,386,4.9,17000
22,859,4.7,60000
22,331,4.5,33000
20,57,4.8,280000
19,416,4.4,13000
22,121,4.8,140000
24,97,4.8,84000
18,20,4.7,290000
22,763,4.8,6800
21,622,4.8,15000
19,665,4.7,79000
22,200,4.7,12000
21,152,4.6,170000
23,588,4.8,11000
24,807,4.4,8500
22,160,4.8,370000
20,30,4.7,230000
20,731,4.2,70000
17,706,4.6,36000
24,559,4.9,81000
21,374,4.4,41000
19,867,4.7,22000
22,49,4.6,130000
21,827,4.9,3000
23,387,4.5,3900
23,306,4.6,29000
24,507,4.8,47000
22,154,4.7,39000
19,503,4.7,83000
21,3,4.8,1500000
20,389,4.8,68000
18,471,4.7,41000
20,320,4.7,10000
23,403,4.7,62000
22,601,4.4,5600
19,316,4.6,76000
18,226,4.7,22000
21,317,4.6,480000
22,632,4.9,30000
19,309,4.8,8800
18,188,4.8,42000
19,668,4.9,8900
18,652,4.9,44000
23,483,4.7,7900
22,772,4.8,110000
24,298,4.8,90000
17,505,4.8,130000
18,431,4.6,40000
20,114,4.8,79000
21,82,4.7,23000
18,842,4.8,17000
19,323,4.8,57000
24,135,4.7,130000
22,814,4.8,20000
17,87,4.6,260000
23,484,4.4,48000
20,869,4.7,21000
17,296,4.8,14000
20,111,4.9,420000
19,472,4.2,6200
23,760,4.8,24000
22,167,4.7,18000
20,215,4.8,20000
22,368,4.8,9100
23,583,4.6,9400
18,685,4.8,21000
21,414,4.9,36000
22,860,4.5,12000
21,555,4.8,26000
17,517,4.7,120000
22,363,4.9,8800
22,754,4.8,12000
18,333,4.7,21000
21,868,4.6,7200
22,600,4.8,68000
21,876,4.6,16000
24,460,4.6,130000
24,375,4.5,73000
23,657,4.9,28000
23,127,4.6,34000
22,792,4.7,15000
22,680,4.7,17000
22,695,4.7,61000
23,93,4.7,100000
23,801,4.7,58000
18,62,4.9,630000
20,208,4.6,18000
23,432,4.6,4900
22,833,4.7,3200
18,176,4.8,100000
22,515,4.8,17000
18,597,4.8,59000
19,765,4.8,3200
23,822,4.7,9500
17,101,4.7,310000
22,180,4.7,7000
22,68,4.7,370000
17,470,4.8,230000
20,31,4.6,440000
19,398,4.7,80000
20,732,4.7,19000
22,64,4.6,110000
20,279,4.8,110000
24,41,4.8,280000
18,535,4.8,35000
20,477,4.7,34000
23,40,4.8,750000
18,343,4.8,5300
20,216,4.8,72000
21,553,4.3,29000
19,116,4.7,92000
23,67,4.9,100000
18,252,4.8,100000
23,384,4.7,66000
18,94,4.8,70000
22,817,4.6,13000
23,50,4.7,82000
22,781,4.7,16000
22,504,4.6,71000
22,712,4.7,14000
22,836,4.4,6400
21,532,4.7,24000
20,364,4.6,250000
23,648,4.3,60000
23,170,4.7,16000
19,887,4.7,33000
17,258,4.3,13000
20,424,4.6,52000
19,445,4.5,30000
24,788,4.8,53000
20,240,4.8,50000
21,658,4.7,35000
23,234,4.9,62000
19,105,4.7,160000
22,629,4.7,47000
22,402,4.6,34000
24,27,4.7,170000
23,749,4.6,11000
18,795,4.7,12000
20,808,4.7,22000
22,19,4.7,300000
20,683,4.7,68000
24,768,4.7,23000
20,47,4.8,1300000
20,37,4.8,190000
24,65,4.6,22000
22,660,4.6,22000
20,606,4.8,23000
23,647,4.9,33000
21,634,4.7,5200
18,784,4.9,34000
21,289,4.5,170000
22,334,4.6,430000
20,626,4.8,39000
21,315,4.4,120000
20,284,4.7,190000
19,510,4.7,21000
23,592,4.5,9200
22,506,4.8,42000
17,214,4.9,170000
22,574,4.8,4200
21,771,4.8,7700
20,348,4.8,67000
17,489,4.9,73000
24,217,4.5,12000
17,464,4.7,34000
23,455,4.8,38000
22,304,4.5,16000
18,341,4.8,95000
20,646,4.6,40000
19,872,4.5,42000
19,810,4.6,12000
24,133,4.7,23000
20,692,4.6,39000
22,285,4.8,14000
22,580,4.8,16000
24,466,4.8,49000
19,526,4.6,9100
23,189,4.8,220000
23,344,4.3,45000
22,332,4.6,160000
18,86,4.6,330000
23,84,4.7,220000
23,798,4.8,30000
18,481,4.9,40000
18,523,4.7,9100
20,291,4.7,180000
22,393,4.6,2600
22,440,4.6,78000
19,362,4.5,84000
23,328,4.8,50000
21,823,4.7,69000
23,202,4.7,68000
24,81,4.8,120000
24,759,4.8,11000
18,255,4.7,250000
20,715,4.6,36000
26,173,4.8,24000
28,543,4.8,6200
27,407,4.7,37000
26,595,4.8,25000
26,746,4.8,49000
25,357,4.8,130000
28,492,4.6,14000
28,619,4.9,12000
28,232,4.7,32000
26,676,4.8,29000
25,118,4.8,320000
27,603,4.7,19000
28,607,4.5,69000
28,359,4.5,17000
26,584,4.6,200000
26,245,4.8,12000
29,875,4.6,9800
28,213,4.7,270000
27,882,4.8,9500
26,616,4.7,33000
28,684,4.4,18000
25,274,4.8,84000
24,864,4.8,7200
28,191,4.8,190000
25,576,4.9,9400
27,614,4.6,43000
26,261,4.5,120000
25,671,4.8,47000
26,146,4.6,120000
27,199,4.8,310000
25,666,4.8,28000
28,811,4.8,67000
29,889,4.7,45000
27,618,4.2,12000
25,282,4.6,47000
26,438,4.9,5400
25,138,4.5,100000
27,297,4.3,23000
27,354,4.7,34000
27,42,4.7,280000
25,534,4.7,120000
29,405,4.5,19000
26,220,4.3,68000
27,262,4.7,63000
28,132,4.7,77000
27,185,4.8,190000
28,722,4.5,16000
28,156,4.9,68000
27,144,4.7,120000
29,163,4.7,38000
28,379,4.6,94000
27,117,4.8,23000
29,841,4.9,41000
29,236,4.5,52000
26,46,4.7,68000
26,353,4.8,78000
25,696,4.8,59000
26,529,4.8,45000
25,587,4.9,29000
28,829,4.7,35000
27,249,4.9,130000
26,716,4.7,14000
25,690,4.7,12000
25,524,4.9,13000
27,71,4.7,150000
24,243,4.6,420000
28,787,4.8,17000
25,361,4.8,26000
25,818,4.6,50000
28,779,3.9,76000
25,272,4.6,180000
26,153,4.6,44000
26,500,4.9,89000
27,350,4.8,220000
28,858,4.7,25000
27,589,4.8,40000
27,182,4.8,120000
27,865,4.5,6100
29,545,4.5,30000
26,886,4.4,11000
26,530,4.7,110000
29,883,4.8,21000
26,465,4.7,30000
28,69,4.9,140000
28,88,4.7,260000
25,2,4.9,2500000
25,677,4.6,19000
29,703,4.6,83000
25,826,4.6,1700
25,459,4.7,5200
27,638,4.9,3900
